ItemNumber,Image,Audio,NormName,NameAgr,FrqPerMil.Log10,LOG10(SUBTLWF +1),SUBTLWF +1,SUBTLWF,VisComp,Length,IPA,AltPro,Morphemes,Syllables,Target,First Phoneme,CategoryName,Category-Level Cohesion,Item-Level Cohesion
434,rollingpin_434_cmpd.jpg,rollingpin_434_cmpd.wav,rollingpin,0.9,0,#VALUE!,#VALUE!,-,2.75,8,rol??p?n,,2,3,rolling pin,r,Kitchen Items,0.176346662,0.339673235
485,spatula_485_mono.jpg,spatula_485_mono.wav,spatula,0.9,0.322219295,0.321813602,2.098039216,1.098039216,1.666666667,7,spæt??l?,spæt?l?,1,3,spatula,s,Kitchen Items,0.389740937,0.351067083
490,spoon_490_mono.jpg,spoon_490_mono.wav,spoon,1,0.935003151,0.934894344,8.607843137,7.607843137,1.923076923,4,spun,,1,1,spoon,s,Kitchen Items,0.280008067,0.396460008
508,straw_508_mono.jpg,straw_508_mono.wav,straw,1,0.859738566,0.85945619,7.235294118,6.235294118,1.285714286,4,str?,,1,1,straw,s,Kitchen Items,0.163324347,0.343070783
528,teapot_528_cmpd.jpg,teapot_528_cmpd.wav,teapot,0.95,0.269512944,0.270153429,1.862745098,0.862745098,3.25,5,tip?t,,2,2,teapot,t,Kitchen Items,0.219933409,0.317876393
545,toaster_545_mono.jpg,toaster_545_mono.wav,toaster,1,0.688419822,0.688629171,4.882352941,3.882352941,3,6,tost?r,,1,2,toaster,t,Kitchen Items,0.331133512,0.307470664
554,toothpick_554_cmpd.jpg,toothpick_554_cmpd.wav,toothpick,1,0.305351369,0.305267049,2.019607843,1.019607843,1.769230769,6,tu?p?k,,2,2,toothpick,t,Kitchen Items,0.26916111,0.392316773
38,bat_38_mono.jpg,bat_38_mono.wav,bat,1,1.335056519,1.335005336,21.62745098,20.62745098,4,3,bæt,,1,1,bat,b,Mammals,0.373880375,0.375719743
43,bear_43_mono.jpg,bear_43_mono.wav,bear,0.95,1.766487206,1.766500327,58.41176471,57.41176471,4.166666667,3,ber,,1,1,bear,b,Mammals,0.246434526,0.38116945
79,bull_79_mono.jpg,bull_79_mono.wav,bull,0.95,1.454997217,1.45499423,28.50980392,27.50980392,2.2,3,b?l,b?l,1,1,bull,b,Mammals,0.303029247,0.336185688
91,camel_91_mono.jpg,camel_91_mono.wav,camel,1,0.779596491,0.779568199,6.019607843,5.019607843,4.090909091,5,kæm?l,,1,2,camel,k,Mammals,0.352502753,0.345357086
105,cat_105_mono.jpg,cat_105_mono.wav,cat,1,1.828208614,1.828230115,67.33333333,66.33333333,3.307692308,3,kæt,,1,1,cat,k,Mammals,0.333890075,0.400793929
143,cow_143_mono.jpg,cow_143_mono.wav,cow,1,1.423409728,1.423406516,26.50980392,25.50980392,3.181818182,2,ka?,,1,1,cow,k,Mammals,0.439352031,0.400489171
159,deer_159_mono.jpg,deer_159_mono.wav,deer,0.9,0.98721923,0.987035023,9.705882353,8.705882353,2.166666667,3,dir,,1,1,deer,d,Mammals,0.392196438,0.388624987
168,dog_168_mono.jpg,dog_168_mono.wav,dog,1,2.287443401,2.28745043,193.8431373,192.8431373,3.2,3,d??,d??,1,1,dog,d,Mammals,0.339630247,0.39957917
170,dolphin_170_mono.jpg,dolphin_170_mono.wav,dolphin,1,0.575187845,0.575731053,3.764705882,2.764705882,3.8,6,d?lf?n,d?lf?n,1,2,dolphin,d,Mammals,0.419257435,0.311972764
189,elephant_189_mono.jpg,elephant_189_mono.wav,elephant,1,1.0923697,1.092459183,12.37254902,11.37254902,3.769230769,7,?l?f?nt,,1,3,elephant,?,Mammals,0.382987216,0.41876854
218,fox_218_mono.jpg,fox_218_mono.wav,fox,1,1.354300562,1.354259131,22.60784314,21.60784314,3.166666667,4,f?ks,,1,1,fox,f,Mammals,0.283539634,0.317089127
230,giraffe_230_mono.jpg,giraffe_230_mono.wav,giraffe,1,0.396199347,0.396233545,2.490196078,1.490196078,3.181818182,5,d??ræf,,1,2,giraffe,d?,Mammals,0.371320918,0.342773651
235,goat_235_mono.jpg,goat_235_mono.wav,goat,0.95,1.061829307,1.06180715,11.52941176,10.52941176,3,3,?ot,,1,1,goat,?,Mammals,0.346350507,0.376899969
827,guineapigs_827_cmpd.jpg,guineapigs_827_cmpd.wav,guineapigs,0.75,0,#VALUE!,#VALUE!,-,3.888888889,7,??nip??,,2,3,guinea pigs,?,Mammals,0.360855401,0.293625784
265,horse_265_mono.jpg,horse_265_mono.wav,horse,1,1.972573081,1.972583966,93.88235294,92.88235294,4.2,4,h?rs,,1,1,horse,h,Mammals,0.399735554,0.423431482
285,kangaroo_285_mono.jpg,kangaroo_285_mono.wav,kangaroo,1,0.519827994,0.520316529,3.31372549,2.31372549,3.571428571,7,kæ???ru,,1,3,kangaroo,k,Mammals,0.39588914,0.366382219
308,lion_308_mono.jpg,lion_308_mono.wav,lion,1,1.213517757,1.213595875,16.35294118,15.35294118,4.272727273,4,la??n,,1,2,lion,l,Mammals,0.30308987,0.387521301
336,monkey_336_mono.jpg,monkey_336_mono.wav,monkey,0.95,1.537944959,1.537942492,34.50980392,33.50980392,3.181818182,5,m??ki,,1,2,monkey,m,Mammals,0.316109933,0.393674916
837,moose_837_mono.jpg,moose_837_mono.wav,moose,0.95,0.814874057,0.814874057,6.529411765,5.529411765,4,3,mus,,1,1,moose,m,Mammals,0.348035995,0.380038498
343,mouse_343_mono.jpg,mouse_343_mono.wav,mouse,0.9,1.303627976,1.303577185,20.11764706,19.11764706,2.818181818,3,ma?s,,1,1,mouse,m,Mammals,0.388409694,0.355145375
386,pig_386_mono.jpg,pig_386_mono.wav,pig,1,1.603577368,1.603547667,40.1372549,39.1372549,3.615384615,3,p??,,1,1,pig,p,Mammals,0.291747289,0.387388594
402,porcupine_402_mono.jpg,porcupine_402_mono.wav,porcupine,1,0.217483944,0.21670911,1.647058824,0.647058824,4.333333333,9,p?rkj?pa?n,"p?rkipa?n, p?rkjupa?n",1,3,porcupine,p,Mammals,0.30956756,0.38273597
412,rabbit_412_mono.jpg,rabbit_412_mono.wav,rabbit,0.9,1.341236623,1.34125991,21.94117647,20.94117647,3.888888889,5,ræb?t,,1,2,rabbit,r,Mammals,0.318257804,0.396335057
413,raccoon_413_mono.jpg,raccoon_413_mono.wav,raccoon,0.9,0.385606274,0.385851509,2.431372549,1.431372549,3.4,5,rækun,,1,2,raccoon,r,Mammals,0.336135105,0.333494896
457,seal_457_mono.jpg,seal_457_mono.wav,seal,0.75,1.197280558,1.197145369,15.74509804,14.74509804,3.4,3,sil,,1,1,seal,s,Mammals,0.356823939,0.293378687
472,skunk_472_mono.jpg,skunk_472_mono.wav,skunk,1,0.62838893,0.628889558,4.254901961,3.254901961,3.666666667,5,sk??k,,1,1,skunk,s,Mammals,0.263366643,0.348302615
493,squirrel_493_mono.jpg,squirrel_493_mono.wav,squirrel,1,0.810904281,0.810943764,6.470588235,5.470588235,3.545454545,7,skw?r?l,skw?rl,1,2,squirrel,s,Mammals,0.310267053,0.369413462
542,tiger_542_mono.jpg,tiger_542_mono.wav,tiger,1,1.290702243,1.290689162,19.52941176,18.52941176,3.833333333,5,ta???r,,1,2,tiger,t,Mammals,0.250838489,0.38031383
588,walrus_588_mono.jpg,walrus_588_mono.wav,walrus,0.9,0.326335861,0.325853579,2.117647059,1.117647059,4.8,6,w?lr?s,w?lr?s,1,2,walrus,w,Mammals,0.413175447,0.365457874
595,whale_595_mono.jpg,whale_595_mono.wav,whale,0.8,1.088136089,1.088309841,12.25490196,11.25490196,3.666666667,3,wel,,1,1,whale,w,Mammals,0.406429028,0.355520483
607,wolf_607_mono.jpg,wolf_607_mono.wav,wolf,1,1.32776749,1.327859562,21.2745098,20.2745098,4,4,w?lf,w?f,1,1,wolf,w,Mammals,0.286935199,0.389941621
614,zebra_614_mono.jpg,zebra_614_mono.wav,zebra,1,0.545307116,0.545282855,3.509803922,2.509803922,3.5,5,zibr?,,1,2,zebra,z,Mammals,0.324967631,0.352534555
616,bagpipes_616_cmpd.jpg,bagpipes_616_cmpd.wav,bagpipes,0.9,0.40761182,0.226928275,1.68627451,0.68627451,3.428571429,6,bæ?pa?p,,2,2,bagpipes,b,Musical Instruments,0.556437088,0.443184064
31,banjo_31_mono.jpg,banjo_31_mono.wav,banjo,0.85,0.419955748,0.419534622,2.62745098,1.62745098,1,5,bænd?o,,1,2,banjo,b,Musical Instruments,0.442140196,0.401899299
46,bell_46_mono.jpg,bell_46_mono.wav,bell,1,1.605628222,1.605664116,40.33333333,39.33333333,3,3,b?l,,1,1,bell,b,Musical Instruments,0.193757644,0.275763857
129,clarinet_129_mono.jpg,clarinet_129_mono.wav,clarinet,0.75,0.409933123,0.40970112,2.568627451,1.568627451,2.25,8,klær?n?t,kler?n?t,1,3,clarinet,k,Musical Instruments,0.525251241,0.473717979
178,drum_178_mono.jpg,drum_178_mono.wav,drum,0.9,0.976349979,0.976376955,9.470588235,8.470588235,3,4,dr?m,,1,1,drum,d,Musical Instruments,0.426762253,0.404685423
242,guitar_242_mono.jpg,guitar_242_mono.wav,guitar,1,1.219846386,1.219800187,16.58823529,15.58823529,2.272727273,5,??t?r,??t?r,1,2,guitar,?,Musical Instruments,0.644039622,0.434773176
635,harmonica_635_mono.jpg,harmonica_635_mono.wav,harmonica,0.9,0.470439894,0.43855786,2.745098039,1.745098039,3,9,h?rm?n?k?,,1,4,harmonica,h,Musical Instruments,0.541016769,0.461335937
250,harp_250_mono.jpg,harp_250_mono.wav,harp,0.85,0.559906625,0.559601552,3.62745098,2.62745098,2.6,4,h?rp,,1,1,harp,h,Musical Instruments,0.499037779,0.4433153
383,piano_383_mono.jpg,piano_383_mono.wav,piano,1,1.412628521,1.412674619,25.8627451,24.8627451,3.307692308,5,piæno,,1,3,piano,p,Musical Instruments,0.599278509,0.486587122
449,saxophone_449_mono.jpg,saxophone_449_mono.wav,saxophone,0.85,0.42975228,0.429150391,2.68627451,1.68627451,3.615384615,8,sæks?fon,,1,3,saxophone,s,Musical Instruments,0.538634453,0.477513999
564,trumpet_564_mono.jpg,trumpet_564_mono.wav,trumpet,0.9,0.709269961,0.709070331,5.117647059,4.117647059,1.833333333,7,tr?mp?t,,1,2,trumpet,t,Musical Instruments,0.439981549,0.480095794
582,violin_582_mono.jpg,violin_582_mono.wav,violin,0.9,0.759667845,0.759297444,5.745098039,4.745098039,3,6,va??l?n,,1,3,violin,v,Musical Instruments,0.532904953,0.463902298
660,xylophone_660_mono.jpg,xylophone_660_mono.wav,xylophone,0.85,0.301029996,0.070581074,1.176470588,0.176470588,1.25,7,za?l?fon,,1,3,xylophone,z,Musical Instruments,0.418201117,0.342724704
5,alien_5_mono.jpg,alien_5_mono.wav,alien,0.95,1.265525335,1.265557678,18.43137255,17.43137255,2.2,5,eli?n,elj?n,1,3,alien,e,Mythical & Mystical,0.182433309,0.288803556
9,angel_9_mono.jpg,angel_9_mono.wav,angel,1,1.899108858,1.899133565,79.2745098,78.2745098,2,5,end??l,,1,2,angel,e,Mythical & Mystical,0.276970925,0.303465358
14,arrow_14_mono.jpg,arrow_14_mono.wav,arrow,0.95,0.946452265,0.946606366,8.843137255,7.843137255,1.333333333,3,æro,ero,1,2,arrow,ær,Mythical & Mystical,0.033931149,0.265720227
810,bow_810_mono.jpg,bow_810_mono.wav,bow,0.9,1.327859562,1.327859562,21.2745098,20.2745098,3.666666667,2,bo,,1,1,bow,b,Mythical & Mystical,0.02602695,0.309356191
152,crown_152_mono.jpg,crown_152_mono.wav,crown,1,1.167021796,1.166911642,14.68627451,13.68627451,3.727272727,4,kra?n,,1,1,crown,k,Mythical & Mystical,0.080653067,0.307906339
165,dinosaur_165_mono.jpg,dinosaur_165_mono.wav,dinosaur,0.9,0.697229343,0.697263541,4.980392157,3.980392157,2.111111111,7,da?n?s?r,,1,3,dinosaur,d,Mythical & Mystical,0.244614713,0.255372514
174,dragon_174_mono.jpg,dragon_174_mono.wav,dragon,1,1.307282047,1.307370174,20.29411765,19.29411765,3.615384615,6,dræ??n,,1,2,dragon,d,Mythical & Mystical,0.361092001,0.374305437
193,fairy_193_mono.jpg,fairy_193_mono.wav,fairy,0.9,1.247727833,1.247636361,17.68627451,16.68627451,4.384615385,4,feri,færi,1,2,fairy,f,Mythical & Mystical,0.365432575,0.327914857
227,genie_227_mono.jpg,genie_227_mono.wav,genie,1,0.652246341,0.652265306,4.490196078,3.490196078,2.142857143,4,d?ini,,1,2,genie,d?,Mythical & Mystical,0.275371713,0.242126926
228,ghost_228_mono.jpg,ghost_228_mono.wav,ghost,1,1.575072326,1.575051937,37.58823529,36.58823529,1.666666667,4,?ost,,1,1,ghost,?,Mythical & Mystical,0.235632145,0.31014128
828,halo_828_mono.jpg,halo_828_mono.wav,halo,1,0.416281465,0.416281465,2.607843137,1.607843137,2.454545455,4,helo,,1,2,halo,h,Mythical & Mystical,0.212701685,0.259059831
263,hook_263_mono.jpg,hook_263_mono.wav,hook,0.9,1.591064607,1.591064607,39,38,1.307692308,3,h?k,,1,1,hook,h,Mythical & Mystical,0.113319428,0.280639473
289,king_289_mono.jpg,king_289_mono.wav,king,0.95,2.114777732,2.114794076,130.254902,129.254902,4.857142857,3,k??,,1,1,king,k,Mythical & Mystical,0.153657101,0.297710288
293,knight_293_mono.jpg,knight_293_mono.wav,knight,0.95,1.443419462,1.443493077,27.76470588,26.76470588,2.777777778,3,na?t,,1,1,knight,n,Mythical & Mystical,0.166731203,0.325363474
321,map_321_mono.jpg,map_321_mono.wav,map,1,1.516138577,1.516185278,32.82352941,31.82352941,4.846153846,3,mæp,,1,1,map,m,Mythical & Mystical,0.078315897,0.189249011
835,mermaid_835_mono.jpg,mermaid_835_mono.wav,mermaid,1,0.618765685,0.618765685,4.156862745,3.156862745,2.6,6,m?rmed,,1,2,mermaid,m,Mythical & Mystical,0.375187023,0.261824356
836,monster_836_mono.jpg,monster_836_mono.wav,monster,0.8,1.600567203,1.600567203,39.8627451,38.8627451,2.666666667,7,m?nst?r,,1,2,monster,m,Mythical & Mystical,0.267894925,0.280368596
346,mummy_346_mono.jpg,mummy_346_mono.wav,mummy,0.95,1.033423755,1.033581423,10.80392157,9.803921569,2.5,4,m?mi,,1,2,mummy,m,Mythical & Mystical,0.233503152,0.286642312
393,pirate_393_mono.jpg,pirate_393_mono.wav,pirate,0.95,0.921686475,0.921839423,8.352941176,7.352941176,4.764705882,5,pa?r?t,,1,2,pirate,p,Mythical & Mystical,0.169574844,0.284394146
411,queen_411_mono.jpg,queen_411_mono.wav,queen,1,1.745777218,1.745748164,55.68627451,54.68627451,5,4,kwin,,1,1,queen,k,Mythical & Mystical,0.173002479,0.296939845
469,skeleton_469_mono.jpg,skeleton_469_mono.wav,skeleton,1,0.786751422,0.786584418,6.117647059,5.117647059,4.076923077,8,sk?l?t?n,,1,3,skeleton,s,Mythical & Mystical,0.217799656,0.270816455
481,snowman_481_cmpd.jpg,snowman_481_cmpd.wav,snowman,1,0.462397998,0.462691539,2.901960784,1.901960784,4.5,6,snomæn,,2,2,snowman,s,Mythical & Mystical,0.206816931,0.316171589
520,sword_520_mono.jpg,sword_520_mono.wav,sword,1,1.434249452,1.434193054,27.17647059,26.17647059,2.6,4,s?rd,,1,1,sword,s,Mythical & Mystical,0.219950872,0.314951633
862,treasurechest_862_cmpd.jpg,treasurechest_862_cmpd.wav,treasurechest,0.75,0,#VALUE!,#VALUE!,-,2.875,10,tr???rt??st,tre??rt??st,2,3,treasure chest,t,Mythical & Mystical,0.1677789,0.226580778
575,unicorn_575_mono.jpg,unicorn_575_mono.wav,unicorn,1,0.540329475,0.54040309,3.470588235,2.470588235,4.230769231,8,jun?k?rn,,1,3,unicorn,j,Mythical & Mystical,0.436927529,0.28802601
606,witch_606_mono.jpg,witch_606_mono.wav,witch,1,1.457124626,1.45708004,28.64705882,27.64705882,4.272727273,3,w?t?,,1,1,witch,w,Mythical & Mystical,0.28028697,0.315733766
865,wizard_865_mono.jpg,wizard_865_mono.wav,wizard,0.95,1.065484517,1.065484517,11.62745098,10.62745098,2.777777778,6,w?z?rd,,1,2,wizard,w,Mythical & Mystical,0.270124373,0.272771807
2,acorn_2_mono.jpg,acorn_2_mono.wav,acorn,0.95,0.238046103,0.236912496,1.725490196,0.725490196,1.888888889,5,ek?rn,ek?rn,1,2,acorn,e,Nature,0.088215177,0.217080023
28,bamboo_28_mono.jpg,bamboo_28_mono.wav,bamboo,1,0.409933123,0.40970112,2.568627451,1.568627451,1.727272727,5,bæmbu,,1,2,bamboo,b,Nature,0.197481753,0.295312878
618,beach_618_mono.jpg,beach_618_mono.wav,beach,0.85,0.649403016,1.76062941,57.62745098,56.62745098,3.857142857,3,bit?,,1,1,beach,b,Nature,0.35119317,0.308665691
86,cactus_86_mono.jpg,cactus_86_mono.wav,cactus,0.95,0.591064607,0.5912829,3.901960784,2.901960784,3,6,kækt?s,,1,2,cactus,k,Nature,0.116656649,0.28901456
621,cave_621_mono.jpg,cave_621_mono.wav,cave,1,0.585877903,1.175523182,14.98039216,13.98039216,2.272727273,3,kev,,1,1,cave,k,Nature,0.168379322,0.280404038
624,cliff_624_mono.jpg,cliff_624_mono.wav,cliff,0.95,0.60657482,1.353505148,22.56862745,21.56862745,2.090909091,4,kl?f,,1,1,cliff,k,Nature,0.187136126,0.337576224
132,cloud_132_mono.jpg,cloud_132_mono.wav,cloud,1,1.105510185,1.105343181,12.74509804,11.74509804,2,4,kla?d,,1,1,cloud,k,Nature,0.231122094,0.34515928
162,desert_162_mono.jpg,desert_162_mono.wav,desert,1,1.462098381,1.462104258,28.98039216,27.98039216,3.727272727,6,d?z?rt,,1,2,desert,d,Nature,0.146825989,0.323511829
201,fire_201_mono.jpg,fire_201_mono.wav,fire,0.95,2.33543784,2.335438234,216.4901961,215.4901961,3.181818182,4,fa??r,fa?r,1,2,fire,f,Nature,0.298642378,0.365107237
210,flower_210_mono.jpg,flower_210_mono.wav,flower,0.95,1.375846436,1.375932444,23.76470588,22.76470588,3.25,5,fla??r,,1,2,flower,f,Nature,0.331433553,0.323024232
824,forest_824_mono.jpg,forest_824_mono.wav,forest,0.95,1.298467779,1.298467779,19.88235294,18.88235294,3.5,6,f?r?st,f?r?st,1,2,forest,f,Nature,0.325354055,0.334157329
224,garden_224_mono.jpg,garden_224_mono.wav,garden,0.9,1.440121603,1.440106148,27.54901961,26.54901961,3.6,6,??rd?n,,1,2,garden,?,Nature,0.358101107,0.314786837
240,grass_240_mono.jpg,grass_240_mono.wav,grass,0.95,1.249931757,1.250037111,17.78431373,16.78431373,3.166666667,4,?ræs,,1,1,grass,?,Nature,0.341984685,0.338201226
252,hay_252_mono.jpg,hay_252_mono.wav,hay,0.85,0.867467488,0.867617669,7.37254902,6.37254902,3.444444444,2,he,,1,1,hay,h,Nature,0.281332739,0.280841226
260,hole_260_mono.jpg,hole_260_mono.wav,hole,0.95,1.772468403,1.772436767,59.21568627,58.21568627,3.857142857,3,hol,,1,1,hole,h,Nature,0.173797941,0.316785017
638,island_638_mono.jpg,island_638_mono.wav,island,1,0.633983244,1.608190315,40.56862745,39.56862745,4.2,5,a?l?nd,,1,2,island,a?,Nature,0.323688872,0.318545869
831,lava_831_mono.jpg,lava_831_mono.wav,lava,0.9,0.648455681,0.648455681,4.450980392,3.450980392,4.4,4,l?v?,læv?,1,2,lava,l,Nature,0.103663205,0.321191285
298,leaf_298_mono.jpg,leaf_298_mono.wav,leaf,1,0.792391689,0.792116907,6.196078431,5.196078431,3.4,3,lif,,1,1,leaf,l,Nature,0.268848397,0.351780032
305,lightning_305_mono.jpg,lightning_305_mono.wav,lightning,1,1.180125875,1.180047124,15.1372549,14.1372549,4.8,6,la?tn??,,1,2,lightning,l,Nature,0.243037218,0.318316485
337,moon_337_mono.jpg,moon_337_mono.wav,moon,1,1.707229419,1.707236103,50.96078431,49.96078431,2,3,mun,,1,1,moon,m,Nature,0.150101349,0.305313495
342,mountain_342_mono.jpg,mountain_342_mono.wav,mountain,1,1.560982056,1.561007796,36.39215686,35.39215686,3.666666667,6,ma?nt?n,ma?t?n,1,2,mountain,m,Nature,0.25805107,0.359180113
345,mushroom_345_mono.jpg,mushroom_345_mono.wav,mushroom,1,0.496929648,0.496549807,3.137254902,2.137254902,3.4,6,m??rum,m??r?m,1,2,mushroom,m,Nature,0.080035136,0.254241723
838,nest_838_mono.jpg,nest_838_mono.wav,nest,0.9,1.082714988,1.082714988,12.09803922,11.09803922,2.818181818,4,n?st,,1,1,nest,n,Nature,0.299068841,0.254254387
370,palmtree_370_cmpd.jpg,palmtree_370_cmpd.wav,palmtree,0.85,0,#VALUE!,#VALUE!,-,3.888888889,6,p?mtri,"p?mtri, p?lmtri, p?lmtri",2,2,palm tree,p,Nature,0.058641914,0.172018204
842,pearl_842_mono.jpg,pearl_842_mono.wav,pearl,0.95,1.22184875,1.22184875,16.66666667,15.66666667,2,5,p?r?l,p?rl,1,2,pearl,p,Nature,0.278092421,0.278215172
395,plant_395_mono.jpg,plant_395_mono.wav,plant,0.95,1.456517858,1.456485116,28.60784314,27.60784314,1.4,5,plænt,,1,1,plant,p,Nature,0.291761332,0.379231551
415,rain_415_mono.jpg,rain_415_mono.wav,rain,1,1.698100546,1.698117611,49.90196078,48.90196078,1.6,3,ren,,1,1,rain,r,Nature,0.310811698,0.366200153
416,rainbow_416_cmpd.jpg,rainbow_416_cmpd.wav,rainbow,1,0.953276337,0.953295302,8.980392157,7.980392157,2.555555556,5,renbo,,2,2,rainbow,r,Nature,0.2821162,0.328211684
427,river_427_mono.jpg,river_427_mono.wav,river,0.8,1.751817788,1.751822312,56.47058824,55.47058824,3.533333333,5,r?v?r,,1,2,river,r,Nature,0.325469126,0.335965822
431,rock_431_mono.jpg,rock_431_mono.wav,rock,0.85,1.940317222,1.940301589,87.15686275,86.15686275,3.285714286,3,r?k,,1,1,rock,r,Nature,0.346201717,0.333134488
437,roots_437_mono.jpg,roots_437_mono.wav,roots,1,0.867467488,0.867617669,7.37254902,6.37254902,4,3,rut,,1,1,roots,r,Nature,0.180674554,0.284293839
849,seaweed_849_cmpd.jpg,seaweed_849_cmpd.wav,seaweed,0.8,0.435444624,0.435444624,2.725490196,1.725490196,3.666666667,5,siwid,,2,2,seaweed,s,Nature,0.064301352,0.257443489
478,smoke_478_mono.jpg,smoke_478_mono.wav,smoke,0.95,1.822364252,1.822373226,66.43137255,65.43137255,3.909090909,4,smok,,1,1,smoke,s,Nature,0.261098176,0.331872262
653,snowflake_653_cmpd.jpg,snowflake_653_cmpd.wav,snowflake,0.85,0.444871979,0.337752803,2.176470588,1.176470588,1.117647059,7,snoflek,,2,2,snowflake,s,Nature,0.25059587,0.282794254
500,star_500_mono.jpg,star_500_mono.wav,star,0.95,1.915663604,1.915679114,82.35294118,81.35294118,3,4,st?r,,1,1,star,s,Nature,0.305682124,0.302616146
503,stem_503_mono.jpg,stem_503_mono.wav,stem,0.85,0.51054501,0.509913768,3.235294118,2.235294118,2,4,st?m,,1,1,stem,s,Nature,0.17423173,0.288976669
514,sun_514_mono.jpg,sun_514_mono.wav,sun,1,1.849235091,1.849214606,70.66666667,69.66666667,2.25,3,s?n,,1,1,sun,s,Nature,0.381934642,0.366974514
654,sunflower_654_cmpd.jpg,sunflower_654_cmpd.wav,sunflower,0.9,0.405534178,0.22184875,1.666666667,0.666666667,3,8,s?nfla??r,,2,3,sunflower,s,Nature,0.249576729,0.281591064
556,tornado_556_mono.jpg,tornado_556_mono.wav,tornado,0.95,0.550228353,0.550108399,3.549019608,2.549019608,4.666666667,7,t?rnedo,,1,3,tornado,t,Nature,0.177904273,0.272701146
561,tree_561_mono.jpg,tree_561_mono.wav,tree,1,1.819543936,1.819543936,66,65,3.769230769,3,tri,,1,1,tree,t,Nature,0.402909689,0.383204854
583,volcano_583_mono.jpg,volcano_583_mono.wav,volcano,0.95,0.636487896,0.636822098,4.333333333,3.333333333,4.833333333,7,v?lkeno,v?lkeno,1,3,volcano,v,Nature,0.140206028,0.268263015
590,waterfall_590_cmpd.jpg,waterfall_590_cmpd.wav,waterfall,0.95,0.456366033,0.45678268,2.862745098,1.862745098,4.5,8,w?t?rf?l,"w?t?rf?l, w?t?rf?l",2,3,waterfall,w,Nature,0.269378654,0.312756107
592,wave_592_mono.jpg,wave_592_mono.wav,wave,0.9,1.347330015,1.347425685,22.25490196,21.25490196,4.4,3,wev,,1,1,wave,w,Nature,0.233487232,0.342183294
10,ant_10_mono.jpg,ant_10_mono.wav,ant,1,0.802773725,0.802974834,6.352941176,5.352941176,1.75,3,ænt,,1,1,ant,æ,Non Mammal,0.326725477,0.340247441
806,bee_806_mono.jpg,bee_806_mono.wav,bee,0.75,1.055108388,1.055108388,11.35294118,10.35294118,4.111111111,2,bi,,1,1,bee,b,Non Mammal,0.204544061,0.316194949
807,beetle_807_mono.jpg,beetle_807_mono.wav,beetle,0.95,0.485554422,0.485554422,3.058823529,2.058823529,3.666666667,5,bit?l,,1,2,beetle,b,Non Mammal,0.262633469,0.379503041
83,butterfly_83_cmpd.jpg,butterfly_83_cmpd.wav,butterfly,1,0.813580989,0.813567908,6.509803922,5.509803922,3.428571429,8,b?t?rfla?,,2,3,butterfly,b,Non Mammal,0.263314277,0.386062143
106,caterpillar_106_mono.jpg,caterpillar_106_mono.wav,caterpillar,0.95,0.326335861,0.325853579,2.117647059,1.117647059,3.545454545,10,kæt?rp?l?r,kæt?p?l?r,1,4,caterpillar,k,Non Mammal,0.251134883,0.368695023
145,crab_145_mono.jpg,crab_145_mono.wav,crab,1,0.897627091,0.89773487,7.901960784,6.901960784,3.571428571,4,kræb,,1,1,crab,k,Non Mammal,0.273430614,0.35489225
628,dragonfly_628_cmpd.jpg,dragonfly_628_cmpd.wav,dragonfly,0.85,0.500291376,0.584685895,3.843137255,2.843137255,4,9,dræ??nfla?,,2,3,dragonfly,d,Non Mammal,0.252467688,0.392440773
183,eel_183_mono.jpg,eel_183_mono.wav,eel,0.9,0.385606274,0.385851509,2.431372549,1.431372549,1.933333333,2,il,,1,1,eel,i,Non Mammal,0.265169123,0.385369088
204,fish_204_mono.jpg,fish_204_mono.wav,fish,0.8,1.92680531,1.926806318,84.49019608,83.49019608,2.777777778,3,f??,,1,1,fish,f,Non Mammal,0.391008193,0.3736802
212,fly_212_mono.jpg,fly_212_mono.wav,fly,1,1.934498451,1.934498451,86,85,3.571428571,3,fla?,,1,1,fly,f,Non Mammal,0.327015379,0.338170704
220,frog_220_mono.jpg,frog_220_mono.wav,frog,0.95,1.107888025,1.108007572,12.82352941,11.82352941,3.181818182,4,fr??,fr??,1,1,frog,f,Non Mammal,0.323644278,0.376079528
633,goldfish_633_cmpd.jpg,goldfish_633_cmpd.wav,goldfish,0.95,0.50421252,0.606297044,4.039215686,3.039215686,2.272727273,7,?oldf??,,2,2,goldfish,?,Non Mammal,0.265002847,0.31307316
825,grasshopper_825_cmpd.jpg,grasshopper_825_cmpd.wav,grasshopper,0.95,0.2836559,0.2836559,1.921568627,0.921568627,2.272727273,9,?ræsh?p?r,,2,3,grasshopper,?,Non Mammal,0.250824234,0.348393809
281,jellyfish_281_cmpd.jpg,jellyfish_281_cmpd.wav,jellyfish,1,0.389166084,0.389339837,2.450980392,1.450980392,4.6,7,d??lif??,,2,3,jellyfish,d?,Non Mammal,0.332406609,0.371828757
641,ladybug_641_cmpd.jpg,ladybug_641_cmpd.wav,ladybug,1,0.365899621,0.143688173,1.392156863,0.392156863,2.818181818,7,ledib??,,2,3,ladybug,l,Non Mammal,0.204842905,0.329887787
312,lobster_312_mono.jpg,lobster_312_mono.wav,lobster,0.9,0.920645001,0.920818754,8.333333333,7.333333333,1.307692308,7,l?bst?r,,1,2,lobster,l,Non Mammal,0.271132461,0.323306904
